Year,country,ladder_score,gdp_per_capita,generosity,social_support,corruption
2019,Albania,4.719,0.947,0.178,0.848,0.027
2018,Mexico,6.488,1.038,0.069,1.252,0.095
2016,Ecuador,5.976,0.97306,0.10074,0.85974,0.18037
2021,Sweden,7.363,10.867,0.086,0.934,0.237
2020,Saudi Arabia,6.406499863,10.79781246,-0.168695062,0.874067068,0.682619512
2015,Macedonia,5.007,0.91851,0.22359,1.00232,0.05327
2022,Cambodia,4.640,,,,
2015,Angola,4.033,0.75778,0.12344,0.8604,0.07122
2022,Ukraine,5.084,,,,
2018,Georgia,4.34,0.853,0.038,0.592,0.215
2018,Bulgaria,4.933,1.054,0.064,1.515,0.009
2018,Israel,6.814,1.301,0.354,1.559,0.272
2018,Hungary,5.62,1.171,0.061,1.401,0.022
2019,Nigeria,5.265,0.696,0.215,1.111,0.041
2016,Panama,6.701,1.18306,0.2418,0.98912,0.08423
2021,Honduras,5.919,8.648,0.081,0.812,0.809
2016,Turkmenistan,5.658,1.08017,0.22567,1.03817,0.28467
2015,Malta,6.302,1.2074,0.51752,1.30203,0.13586
2016,Qatar,6.375,1.82427,0.32388,0.87964,0.48049
2020,Tajikistan,5.555699825,8.024810791,-0.025088511,0.835297108,0.592076063
2020,Bolivia,5.747499943,8.851115227,-0.09168113,0.803108692,0.822606206
2018,Sierra Leone,4.571,0.256,0.238,0.813,0.053
2020,Netherlands,7.448900223,10.81271172,0.20761244,0.93913883,0.364717126
2022,Russia,5.459,,,,
2022,Azerbaijan*,5.173,,,,
2019,Congo (Kinshasa),4.418,0.094,0.212,1.125,0.053
2019,Finland,7.769,1.340,0.153,1.587,0.393
2021,Malaysia,5.384,10.238,0.125,0.817,0.839
2023,Norway,7.315,11.088,0.141,0.943,0.283
2021,Ghana,5.088,8.58,0.123,0.727,0.848
2017,Sweden,7.28399991989136,1.49438726902008,0.385399252176285,1.47816216945648,0.384398728609085
2022,Nicaragua,6.165,,,,
2022,Romania,6.477,,,,
2016,Kenya,4.356,0.52267,0.41328,0.7624,0.06686
2017,Yemen,3.59299993515015,0.591683447360992,0.104125209152699,0.93538224697113,0.0567674227058887
2021,Gabon,4.852,9.603,-0.2,0.776,0.84
2021,Bangladesh,5.025,8.454,-0.041,0.693,0.682
2023,France,6.661,10.701,-0.100,0.909,0.553
2015,Argentina,6.574,1.05351,0.11451,1.24823,0.08484
2022,Mozambique,5.048,,,,
2017,Lebanon,5.22499990463257,1.07498753070831,0.264450758695602,1.12962424755096,0.037513829767704
2019,Trinidad & Tobago,6.192,1.231,0.185,1.477,0.016
2017,Ethiopia,4.46000003814697,0.339233845472336,0.312650740146637,0.86466920375824,0.165455713868141
2023,Canada,6.961,10.773,0.153,0.929,0.420
2018,Bosnia and Herzegovina,5.129,0.915,0.216,1.078,0
2021,Azerbaijan,5.171,9.569,-0.223,0.836,0.506
2015,Ecuador,5.975,0.86402,0.11541,0.99903,0.1809
2018,Vietnam,5.103,0.715,0.177,1.365,0.079
2020,Ukraine,4.56069994,9.010690689,-0.030933706,0.878879368,0.920636714
2022,El Salvador,6.120,,,,
2019,South Africa,4.722,0.960,0.130,1.351,0.055
2017,Central African Republic,2.69300007820129,0,0.280876487493515,0,0.0565650761127472
2020,Luxembourg,7.237500191,11.45068073,-0.004620588,0.906912208,0.367084295
2017,Algeria,5.87200021743774,1.09186446666718,0.0694366469979286,1.1462174654007,0.146096110343933
2023,Dominican Republic,5.569,9.811,-0.099,0.827,0.657
2016,Laos,4.876,0.68042,0.43079,0.5497,0.22423
2021,Singapore,6.377,11.488,-0.018,0.915,0.082
2023,Estonia,6.455,10.541,0.032,0.946,0.409
2017,Peru,5.71500015258789,1.03522527217865,0.126819714903831,1.21877038478851,0.0470490865409374
2022,Belarus*,5.821,,,,
2017,Tanzania,3.34899997711182,0.511135876178741,0.354256361722946,1.04198980331421,0.0660351067781448
2021,Namibia,4.574,9.161,-0.149,0.818,0.847
2018,Lesotho,3.808,0.472,0.116,1.215,0.112
2021,Brazil,6.33,9.577,-0.071,0.882,0.756
2023,Bulgaria,5.466,10.087,-0.057,0.918,0.911
2015,South Africa,4.642,0.92049,0.11973,1.18468,0.08884
2020,Bosnia and Herzegovina,5.674099922,9.455817223,0.098274559,0.829204142,0.933769107
2020,Malta,6.772799969,10.53383827,0.214965805,0.93037951,0.658547282
2022,Luxembourg*,7.404,,,,
2019,Croatia,5.432,1.155,0.119,1.266,0.022
2023,Luxembourg,7.228,11.660,0.024,0.879,0.345
2017,Latvia,5.84999990463257,1.26074862480164,0.153074786067009,1.40471494197845,0.0738427266478539
2018,Afghanistan,3.632,0.332,0.191,0.537,0.036
2015,Guinea,3.656,0.17417,0.28657,0.46475,0.12139
2015,Syria,3.006,0.6632,0.47179,0.47489,0.18906
2016,Saudi Arabia,6.379,1.48953,0.15457,0.84829,0.30008
2016,Taiwan,6.379,1.39729,0.25495,0.92624,0.0663
2019,Burkina Faso,4.587,0.331,0.177,1.056,0.113
2015,Serbia,5.123,0.92053,0.19231,1.00964,0.02617
2021,Libya,5.41,9.622,-0.087,0.827,0.667
2020,Trinidad and Tobago,6.191899776,10.26000214,0.000526841,0.91529417,0.912230611
2015,North Cyprus,5.695,1.20806,0.26169,1.07008,0.1428
2021,Croatia,5.882,10.217,-0.118,0.924,0.939
2015,Tunisia,4.739,0.88113,0.06431,0.60429,0.06358
2019,Bulgaria,5.011,1.092,0.081,1.513,0.004
2021,Nepal,5.269,8.12,0.152,0.774,0.727
2021,Maldives,5.198,9.826,0.024,0.913,0.825
2022,Israel,7.364,,,,
2017,Croatia,5.29300022125244,1.22255623340607,0.248002976179123,0.96798300743103,0.0431031100451946
2018,Armenia,4.321,0.816,0.077,0.99,0.028
2023,Moldova,5.819,9.499,-0.080,0.857,0.901
2019,Algeria,5.211,1.002,0.073,1.160,0.114
2022,Nepal,5.377,,,,
2020,Maldives,5.197599888,9.518632889,0.038085498,0.91316092,0.824211061
2022,Guinea,4.891,,,,
2022,Mexico,6.128,,,,
2023,Ethiopia,4.091,7.739,0.273,0.782,0.789
2021,Kuwait,6.106,10.817,-0.104,0.843,0.736
2022,Japan,6.039,,,,
2015,France,6.575,1.27778,0.12332,1.26038,0.20646
2023,Slovakia,6.469,10.353,-0.016,0.953,0.898
2015,Philippines,5.073,0.70532,0.24991,1.03516,0.12279
2019,Ghana,4.996,0.611,0.245,0.868,0.040
2022,Yemen*,4.197,,,,
2019,Armenia,4.559,0.850,0.095,1.055,0.064
2022,Australia,7.162,,,,
2018,Egypt,4.419,0.885,0.092,1.025,0.107
2021,Finland,7.842,10.775,-0.098,0.954,0.186
2022,Algeria,5.122,,,,
2023,United Arab Emirates,6.571,11.145,0.096,0.826,0.584
2017,Israel,7.21299982070923,1.37538242340088,0.330082654953003,1.37628996372223,0.0852421000599861
2018,South Korea,5.875,1.266,0.175,1.204,0.051
2023,Czechia,6.845,10.611,0.040,0.953,0.859
2022,Venezuela,4.925,,,,
2022,Panama,6.309,,,,
2023,Netherlands,7.403,10.942,0.213,0.930,0.379
2019,Laos,4.796,0.764,0.266,1.030,0.164
2017,Somalia,5.15100002288818,0.0226431842893362,0.291631311178207,0.721151351928711,0.282410323619843
2022,Botswana*,3.471,,,,
2015,Comoros,3.956,0.23906,0.17441,0.79273,0.199
2022,Kosovo,6.455,,,,
2021,France,6.69,10.704,-0.147,0.942,0.571
2017,Singapore,6.57200002670288,1.69227766990662,0.345965981483459,1.35381436347961,0.46430778503418
2020,Australia,7.222799778,10.72059631,0.19046016,0.944854617,0.41516912
2017,Sierra Leone,4.70900011062622,0.36842092871666,0.293040901422501,0.984136044979095,0.0710951760411263
2018,Nicaragua,6.141,0.668,0.208,1.319,0.128
2019,South Sudan,2.853,0.306,0.202,0.575,0.091
2015,Australia,7.284,1.33358,0.43562,1.30923,0.35637
2017,Luxembourg,6.86299991607666,1.74194359779358,0.283180981874466,1.45758366584778,0.31883442401886
2018,Slovakia,6.173,1.21,0.118,1.537,0.014
2018,Croatia,5.321,1.115,0.12,1.161,0.039
2018,Albania,4.586,0.916,0.149,0.817,0.032
2017,Mongolia,4.95499992370605,1.02723586559296,0.338464230298996,1.4930112361908,0.0329022891819477
2016,Trinidad and Tobago,6.168,1.32572,0.31935,0.98569,0.01241
2020,Canada,7.23210001,10.69236851,0.124770768,0.927176654,0.390843362
2022,Tanzania,3.702,,,,
2021,United Arab Emirates,6.561,11.085,0.074,0.844,0.589
2019,Yemen,3.380,0.287,0.108,1.163,0.077
2022,Costa Rica,6.582,,,,
2020,Iceland,7.504499912,10.77255917,0.246944219,0.974669576,0.711709738
2022,Libya*,5.330,,,,
2022,Bulgaria,5.371,,,,
2018,Benin,4.141,0.378,0.163,0.372,0.067
2019,Honduras,5.860,0.642,0.246,1.236,0.078
2015,Burundi,2.905,0.0153,0.19727,0.41587,0.10062
2019,Serbia,5.603,1.004,0.137,1.383,0.039
2022,Dominican Republic,5.737,,,,
2022,North Cyprus*,5.467,,,,
2023,Hong Kong S.A.R. of China,5.308,10.966,-0.026,0.817,0.385
2015,Kosovo,5.589,0.80148,0.2831,0.81198,0.04741
2020,Mauritania,4.374599934,8.233919144,-0.106008142,0.790819228,0.746223509
2021,Australia,7.183,10.796,0.159,0.94,0.442
2022,North Macedonia,5.199,,,,
2019,Togo,4.085,0.275,0.177,0.572,0.085
2015,Mozambique,4.971,0.08308,0.22269,1.02626,0.15603
2021,South Korea,5.845,10.651,-0.083,0.799,0.727
2016,Cyprus,5.546,1.31857,0.27906,0.70697,0.05228
2023,Kazakhstan,6.144,10.166,0.000,0.931,0.721
2015,Dominican Republic,4.885,0.89537,0.21684,1.17202,0.14234
2016,Mongolia,4.907,0.98853,0.34539,1.08983,0.03285
2021,Lesotho,3.512,7.926,-0.131,0.787,0.915
2023,Chile,6.334,10.114,-0.011,0.889,0.823
2020,Cameroon,5.084899902,8.118647575,-0.00149645,0.700386405,0.851336598
2016,Latvia,5.56,1.21788,0.17445,0.95025,0.0889
2018,Thailand,6.072,1.016,0.364,1.417,0.029
2022,South Africa,5.194,,,,
2023,Taiwan Province of China,6.535,10.797,-0.129,0.884,0.681
2019,Norway,7.554,1.488,0.271,1.582,0.341
2018,Syria,3.462,0.689,0.376,0.382,0.144
2015,Sudan,4.55,0.52107,0.19062,1.01404,0.1466
2019,Cambodia,4.700,0.574,0.232,1.122,0.062
2020,Comoros,4.288599968,7.833630085,0.090008408,0.625662446,0.780622602
2023,Malawi,3.495,7.302,0.005,0.531,0.749
2016,Slovenia,5.768,1.29947,0.25738,1.05613,0.03635
2022,"Eswatini, Kingdom of*",4.396,,,,
2015,Morocco,5.013,0.73479,0.07172,0.64095,0.08546
2017,Czech Republic,6.60900020599365,1.35268235206604,0.0881067588925362,1.43388521671295,0.0368729270994663
2023,Chad,4.397,7.261,0.221,0.722,0.807
2016,Myanmar,4.395,0.34112,0.81971,0.69981,0.20243
2021,North Cyprus,5.536,10.576,0.012,0.82,0.626
2016,Mauritius,5.648,1.14372,0.36951,0.75695,0.05203
2022,Canada,7.025,,,,
2015,Ivory Coast,3.655,0.46534,0.20165,0.77115,0.17922
2015,Egypt,4.194,0.8818,0.11291,0.747,0.06324
2016,Nicaragua,5.992,0.69384,0.29773,0.89521,0.16292
2021,Palestinian Territories,4.517,8.485,-0.163,0.826,0.821
2022,Malawi,3.750,,,,
2016,Malawi,4.156,0.08709,0.30968,0.147,0.07564
2018,Belarus,5.483,1.039,0.101,1.498,0.154
2020,Cyprus,6.15899992,10.40570259,0.043731496,0.805996239,0.856271744
2021,Kenya,4.607,8.361,0.287,0.688,0.825
2023,Montenegro,5.722,9.813,0.063,0.890,0.844
2021,Algeria,4.887,9.342,-0.067,0.802,0.752
2017,South Africa,4.8289999961853,1.05469870567322,0.139362379908562,1.38478863239288,0.0725094974040985
2023,Benin,4.374,8.103,-0.043,0.437,0.576
2015,Lebanon,4.839,1.02564,0.21854,0.80001,0.04582
2017,Netherlands,7.3769998550415,1.50394463539124,0.470489829778671,1.42893922328949,0.282661825418472
2018,Estonia,5.739,1.2,0.086,1.532,0.174
2018,Finland,7.632,1.305,0.202,1.592,0.393
2015,Italy,5.948,1.25114,0.22823,1.19777,0.02901
2017,Hungary,5.32399988174438,1.2860119342804,0.0784016624093056,1.34313309192657,0.0366369374096394
2016,Czech Republic,6.596,1.30915,0.09929,1.00793,0.03986
2018,Montenegro,5.347,1.017,0.111,1.279,0.081
2022,Estonia,6.341,,,,
2016,Russia,5.856,1.23228,0.02736,1.05261,0.03586
2015,Malaysia,5.77,1.12486,0.33075,1.07023,0.10501
2017,Ghana,4.11999988555908,0.667224824428558,0.256923943758011,0.873664736747742,0.0253363698720932
2020,Greece,5.514999866,10.13232613,-0.300907373,0.814380348,0.859931409
2022,Moldova,5.857,,,,
2017,India,4.31500005722046,0.792221248149872,0.231538489460945,0.754372596740723,0.0922268852591515
2023,Italy,6.405,10.634,-0.074,0.882,0.842
2019,Iraq,4.437,1.043,0.148,0.980,0.089
2023,Niger,4.501,7.091,0.032,0.590,0.734
2020,Turkmenistan,5.119100094,9.74803257,0.187671542,0.958966196,0.883691847
2019,Ireland,7.021,1.499,0.298,1.553,0.310
2022,Peru,5.559,,,,
2015,Bosnia and Herzegovina,4.949,0.83223,0.24808,0.91916,0.00227
2016,Malta,6.488,1.30782,0.56237,1.09879,0.17554
2023,New Zealand,7.123,10.662,0.175,0.952,0.271
2020,Madagascar,4.165599823,7.281685829,-0.011823639,0.668195903,0.817485631
2022,Chad*,4.251,,,,
2018,Uzbekistan,6.096,0.719,0.328,1.584,0.259
2021,Mauritius,6.049,10.008,-0.054,0.905,0.789
2023,Bangladesh,4.282,8.685,0.005,0.544,0.698
2017,Mali,4.19000005722046,0.476180493831635,0.183354198932648,1.28147339820862,0.104970246553421
2018,Iraq,4.456,1.01,0.148,0.971,0.095
2019,Mauritius,5.888,1.120,0.215,1.402,0.060
2019,Afghanistan,3.203,0.350,0.158,0.517,0.025
2021,Nicaragua,5.972,8.62,0.02,0.864,0.664
2022,Tajikistan,5.377,,,,
2019,Ethiopia,4.286,0.336,0.209,1.033,0.100
2023,Paraguay,5.738,9.510,0.021,0.906,0.843
2017,Afghanistan,3.79399991035461,0.401477217674255,0.311870932579041,0.581543326377869,0.0611578300595284
2018,Ghana,4.657,0.592,0.212,0.896,0.029
2019,Netherlands,7.488,1.396,0.322,1.522,0.298
2018,Tanzania,3.303,0.455,0.27,0.991,0.097
2017,Sri Lanka,4.44000005722046,1.00985014438629,0.490863561630249,1.25997638702393,0.0736539661884308
2020,South Africa,4.814099789,9.403370857,-0.109777324,0.852532268,0.843423843
2017,Togo,3.49499988555908,0.305444717407227,0.196896150708199,0.431882530450821,0.0956650152802467
2021,Iran,4.721,9.584,0.218,0.71,0.714
2019,Kuwait,6.021,1.500,0.142,1.319,0.097
2016,Belarus,5.802,1.13062,0.13942,1.04993,0.17457
2020,Iran,4.672399998,9.813719749,0.117891103,0.694689691,0.714635968
2022,Nigeria,4.552,,,,
2017,Guatemala,6.4539999961853,0.872001945972443,0.283488392829895,1.25558519363403,0.0772232785820961
2016,Sudan,4.139,0.63069,0.18077,0.81928,0.10039
2019,Gabon,4.799,1.057,0.043,1.183,0.055
2017,Pakistan,5.26900005340576,0.72688353061676,0.315446019172668,0.672690689563751,0.124348066747189
2018,Chad,4.301,0.358,0.181,0.907,0.06
2017,Niger,4.02799987792969,0.161925330758095,0.228673845529556,0.993025004863739,0.138572946190834
2019,Philippines,5.631,0.807,0.117,1.293,0.107
2015,Slovakia,5.995,1.16891,0.16893,1.26999,0.03431
2015,Liberia,4.571,0.0712,0.24362,0.78968,0.06232
2016,Zimbabwe,4.193,0.35041,0.18503,0.71478,0.08582
2017,Liberia,3.53299999237061,0.119041793048382,0.26654988527298,0.872117936611176,0.0389482490718365
2018,Kenya,4.41,0.493,0.352,1.048,0.055
2021,Latvia,6.032,10.315,-0.162,0.927,0.8
2022,Sri Lanka,4.362,,,,
2017,Ecuador,6.00799989700317,1.00082039833069,0.150112465023994,1.28616881370544,0.140134647488594
2019,Zambia,4.107,0.578,0.247,1.058,0.087
2015,Latvia,5.098,1.11312,0.18226,1.09562,0.06332
2015,Pakistan,5.194,0.59543,0.33671,0.41411,0.10464
2016,Kosovo,5.401,0.90145,0.27992,0.66062,0.06547
2017,Belize,5.95599985122681,0.907975316047668,0.240015640854836,1.08141779899597,0.0965810716152191
2017,Turkey,5.5,1.19827437400818,0.0466930419206619,1.33775317668915,0.0996715798974037
2022,Kenya,4.543,,,,
2018,Spain,6.31,1.251,0.142,1.538,0.074
2015,Kazakhstan,5.855,1.12254,0.11827,1.12241,0.08454
2018,Iran,4.707,1.059,0.282,0.771,0.129
2018,Morocco,5.254,0.779,0.026,0.797,0.074
2017,Russia,5.96299982070923,1.28177809715271,0.0522638224065304,1.46928238868713,0.0329628810286522
2017,Trinidad and Tobago,6.16800022125244,1.36135590076447,0.325296461582184,1.3802285194397,0.00896481610834599
2021,Denmark,7.62,10.933,0.03,0.954,0.179
2020,Colombia,6.163400173,9.500369072,-0.161235645,0.884440243,0.86457181
2020,United Arab Emirates,6.790800095,11.1099987,0.123450845,0.849181116,0.594502211
2015,Laos,4.876,0.59066,0.42192,0.73803,0.24249
2017,Malawi,3.97000002861023,0.233442038297653,0.287170469760895,0.512568831443787,0.0727116540074348
2023,Switzerland,7.240,11.164,0.027,0.920,0.266
2022,Spain,6.476,,,,
2016,Thailand,6.474,1.0893,0.58696,1.04477,0.02833
2015,Algeria,5.605,0.93929,0.07822,1.07772,0.17383
2018,United Kingdom,7.19,1.244,0.262,1.433,0.082
2019,Romania,6.070,1.162,0.083,1.232,0.005
2016,Puerto Rico,7.039,1.35943,0.22202,1.08113,0.12275
2022,Ghana,4.872,,,,
2017,Italy,5.96400022506714,1.39506661891937,0.17278964817524,1.44492328166962,0.0280280914157629
2020,Lithuania,6.215499878,10.34362602,-0.219725296,0.926107109,0.809583843
2022,India,3.777,,,,
2020,Burkina Faso,4.768700123,7.46854496,-0.019080516,0.712943614,0.739795029
2017,Senegal,4.53499984741211,0.479309022426605,0.183468893170357,1.17969191074371,0.115460447967052
2018,Bahrain,6.105,1.338,0.243,1.366,0.123
2015,Singapore,6.798,1.52186,0.31105,1.02,0.4921
2018,Liberia,3.495,0.076,0.206,0.858,0.03
2021,Belarus,5.534,9.853,-0.18,0.91,0.627
2017,Azerbaijan,5.23400020599365,1.15360176563263,0.0452693402767181,1.15240025520325,0.180987507104874
2021,Cambodia,4.83,8.36,0.034,0.765,0.843
2021,Mongolia,5.677,9.4,0.116,0.935,0.856
2023,Burkina Faso,4.638,7.667,0.095,0.663,0.771
2023,Gambia,4.279,7.648,0.364,0.584,0.883
2023,South Africa,5.275,9.478,-0.087,0.907,0.902
2018,Lithuania,5.952,1.197,0.026,1.527,0.006
2021,Panama,6.18,10.35,-0.166,0.896,0.856
2023,Costa Rica,6.609,9.952,-0.070,0.872,0.768
2015,Honduras,4.788,0.59532,0.23027,0.95348,0.06825
2021,Costa Rica,7.069,9.88,-0.126,0.891,0.809
2021,Iceland,7.554,10.878,0.16,0.983,0.673
2020,Algeria,5.005099773,9.537964821,-0.121105164,0.803385139,0.735485137
2023,Sweden,7.395,10.883,0.165,0.939,0.202
2021,India,3.819,8.755,0.089,0.603,0.774
2019,Myanmar,4.360,0.710,0.566,1.181,0.172
2018,Azerbaijan,5.201,1.024,0.031,1.161,0.176
2023,El Salvador,6.122,9.089,-0.108,0.755,0.620
2023,Kenya,4.487,8.458,0.288,0.690,0.852
2020,Uzbekistan,6.257599831,8.740371704,0.248427153,0.926595807,0.501497388
2022,Switzerland,7.512,,,,
2018,Laos,4.623,0.72,0.23,1.034,0.174
2022,China,5.585,,,,
2017,Austria,7.00600004196167,1.48709726333618,0.316472321748734,1.4599449634552,0.221060365438461
2017,Kazakhstan,5.81899976730347,1.28455626964569,0.201964423060417,1.38436901569366,0.119282886385918
2016,Switzerland,7.509,1.52733,0.28083,1.14524,0.41203
2017,Armenia,4.37599992752075,0.900596737861633,0.0834880918264389,1.00748372077942,0.0266744215041399
2017,Nigeria,5.07399988174438,0.783756256103516,0.230947196483612,1.21577048301697,0.0261215660721064
2018,Botswana,3.59,1.017,0.042,1.174,0.092
2020,Benin,5.21600008,7.674319744,-0.003537213,0.468671143,0.740532577
2023,Austria,7.097,10.899,0.102,0.888,0.497
2018,Netherlands,7.441,1.361,0.333,1.488,0.295
2020,United States,6.939599991,10.92576885,0.149891734,0.914219022,0.699715316
2022,Uzbekistan,6.063,,,,
2015,Lesotho,4.898,0.37545,0.16388,1.04103,0.12504
2020,Bangladesh,4.832799911,8.287063599,-0.033664726,0.687292993,0.661843538
2021,Spain,6.491,10.571,-0.081,0.932,0.745
2016,Ethiopia,4.508,0.29283,0.29522,0.37932,0.1717
2023,Colombia,5.630,9.584,-0.104,0.822,0.834
2016,Jamaica,5.51,0.89333,0.22245,0.96372,0.04294
2016,Spain,6.361,1.34253,0.17665,1.12945,0.06137
2017,China,5.27299976348877,1.08116579055786,0.0288068410009146,1.16083741188049,0.0227942746132612
2018,Cambodia,4.433,0.549,0.256,1.088,0.065
2022,Slovenia,6.630,,,,
2021,Gambia,5.051,7.686,0.424,0.69,0.746
2016,Zambia,4.795,0.61202,0.17866,0.6376,0.11479
2015,Sri Lanka,4.271,0.83524,0.40828,1.01905,0.09179
2019,Liberia,3.975,0.073,0.233,0.922,0.033
2022,Singapore,6.480,,,,
2019,Malaysia,5.339,1.221,0.260,1.171,0.024
2015,Qatar,6.611,1.69042,0.32573,1.0786,0.52208
2016,Chile,6.705,1.2167,0.31595,0.90587,0.11451
2018,Namibia,4.441,0.874,0.051,1.281,0.064
2023,Indonesia,5.277,9.385,0.531,0.804,0.876
2020,Moldova,5.607500076,8.776714325,-0.037741039,0.843313575,0.913314283
2021,Bulgaria,5.266,10.016,-0.096,0.931,0.932
2018,Tajikistan,5.199,0.474,0.187,1.166,0.034
2017,Malaysia,6.08400011062622,1.29121541976929,0.416608929634094,1.28464603424072,0.0656007081270218
2015,Oman,6.853,1.36011,0.21542,1.08182,0.32524
2015,Uruguay,6.485,1.06166,0.2324,1.2089,0.24558
2018,Mali,4.447,0.37,0.139,1.233,0.056
2021,Argentina,5.929,9.962,-0.182,0.898,0.834
2016,Sri Lanka,4.415,0.97318,0.46978,0.84783,0.07964
2023,Uruguay,6.494,10.037,-0.065,0.913,0.575
2017,South Sudan,3.59100008010864,0.39724862575531,0.285670816898346,0.601323127746582,0.116793513298035
2018,Philippines,5.524,0.775,0.12,1.312,0.105
2018,Colombia,6.26,0.96,0.099,1.439,0.039
2023,Jamaica,5.703,9.165,-0.106,0.867,0.875
2018,Argentina,6.388,1.073,0.062,1.468,0.054
2022,Brazil,6.293,,,,
2020,Nicaragua,6.13710022,8.493160248,0.020959141,0.857497036,0.665950119
2019,Estonia,5.893,1.237,0.103,1.528,0.161
2019,Belarus,5.323,1.067,0.094,1.465,0.142
2020,Laos,4.888599873,8.79858017,0.11137148,0.737502217,0.634679317
2017,Zimbabwe,3.875,0.375846534967422,0.189143493771553,1.08309590816498,0.0953753814101219
2023,Brazil,6.125,9.582,-0.009,0.836,0.738
2017,Jordan,5.33599996566772,0.991012394428253,0.172170460224152,1.23908889293671,0.11980327218771
2021,Ecuador,5.764,9.313,-0.124,0.821,0.843
2020,Japan,5.870800018,10.57968903,-0.246910349,0.883545935,0.654558063
2017,Namibia,4.57399988174438,0.964434325695038,0.0771337449550629,1.0984708070755,0.0931469723582268
2015,Hungary,4.8,1.12094,0.128,1.20215,0.02758
2019,India,4.015,0.755,0.200,0.765,0.085
2015,Turkey,5.332,1.06098,0.12253,0.94632,0.15746
2019,Poland,6.182,1.206,0.117,1.438,0.050
2020,France,6.663799763,10.58422279,-0.130641967,0.937103748,0.583521128
2023,Senegal,4.855,8.155,0.011,0.629,0.846
2015,Albania,4.959,0.87867,0.14272,0.80434,0.06413
2022,Ireland,7.041,,,,
2015,Slovenia,5.848,1.18498,0.25328,1.27385,0.03787
2019,Nepal,4.913,0.446,0.285,1.226,0.089
2022,Argentina,5.967,,,,
2019,Guatemala,6.436,0.800,0.175,1.269,0.078
2019,China,5.191,1.029,0.058,1.125,0.100
2020,Kazakhstan,6.057899952,10.11465836,-0.068488635,0.934744895,0.764490843
2016,Bosnia and Herzegovina,5.163,0.93383,0.29889,0.64367,0
2021,Netherlands,7.464,10.932,0.175,0.942,0.338
2020,Afghanistan,2.566900015,7.462860584,-0.0964294,0.470366955,0.933686554
2020,Spain,6.400899887,10.46292686,-0.050961714,0.921125412,0.765859902
2016,Afghanistan,3.36,0.38227,0.31268,0.11037,0.07112
2022,Gambia*,5.164,,,,
2021,United States,6.951,11.023,0.098,0.92,0.698
2016,Serbia,5.177,1.03437,0.20737,0.81329,0.04339
2021,Romania,6.14,10.284,-0.219,0.832,0.938
2023,Spain,6.436,10.540,-0.066,0.932,0.711
2021,Greece,5.723,10.279,-0.288,0.823,0.823
2022,Lithuania,6.446,,,,
2020,Zimbabwe,3.299200058,7.865711689,-0.072063953,0.763092756,0.81023699
2023,Philippines,5.523,8.979,-0.060,0.780,0.732
2021,Ukraine,4.875,9.436,-0.011,0.888,0.924
2021,China,5.339,9.673,-0.146,0.811,0.755
2015,Haiti,4.518,0.26673,0.46187,0.74302,0.17175
2021,Morocco,4.918,8.903,-0.236,0.56,0.801
2018,South Africa,4.724,0.94,0.103,1.41,0.056
2019,El Salvador,6.253,0.794,0.093,1.242,0.074
2015,Yemen,4.077,0.54649,0.09131,0.68093,0.07854
2015,Ukraine,4.681,0.79907,0.15275,1.20278,0.02961
2016,Finland,7.413,1.40598,0.25492,1.13464,0.41004
2023,Albania,5.277,9.567,-0.007,0.718,0.878
2023,Honduras,6.023,8.635,0.097,0.766,0.843
2016,Venezuela,6.084,1.13367,0.0425,1.03302,0.08304
2019,Lebanon,5.197,0.987,0.166,1.224,0.027
2022,Sierra Leone,3.574,,,,
2021,North Macedonia,5.101,9.693,0.038,0.805,0.905
2023,Saudi Arabia,6.463,10.715,-0.081,0.884,0.691
2019,Central African Republic,3.083,0.026,0.235,0.000,0.035
2015,Kyrgyzstan,5.286,0.47428,0.3003,1.15115,0.04232
2018,Burundi,2.905,0.091,0.149,0.627,0.076
2017,Venezuela,5.25,1.12843120098114,0.0650196298956871,1.43133759498596,0.0644911229610443
2019,Paraguay,5.743,0.855,0.184,1.475,0.080
2021,Niger,5.074,7.098,0.018,0.641,0.693
2021,Uruguay,6.431,9.966,-0.092,0.925,0.59
2016,Suriname,6.269,1.09686,0.16665,0.77866,0.12692
2023,Comoros,3.545,8.075,-0.014,0.471,0.727
2015,Panama,6.786,1.06353,0.24434,1.1985,0.0927
2022,Taiwan Province of China,6.512,,,,
2023,Cambodia,4.393,8.385,0.073,0.747,0.857
2017,Panama,6.4520001411438,1.23374843597412,0.21055693924427,1.37319254875183,0.070983923971653
2018,Yemen,3.355,0.442,0.083,1.073,0.064
2020,Guatemala,6.398900032,8.924805641,-0.042938665,0.816621482,0.783237457
2018,Sri Lanka,4.471,0.918,0.307,1.314,0.05
2018,Taiwan,6.441,1.365,0.151,1.436,0.078
2015,Benin,3.34,0.28665,0.1826,0.35386,0.0801
2020,Argentina,5.974699974,9.810955048,-0.194913864,0.900567949,0.842009842
2018,Gabon,4.758,1.036,0.032,1.164,0.052
2018,Canada,7.328,1.33,0.321,1.532,0.291
2022,Ivory Coast,5.235,,,,
2022,Lebanon,2.955,,,,
2015,Uzbekistan,6.003,0.63244,0.22837,1.34043,0.30826
2020,Turkey,5.131800175,10.12941933,-0.171046436,0.826313555,0.748197377
2018,India,4.19,0.721,0.172,0.747,0.093
2019,Indonesia,5.192,0.931,0.498,1.203,0.028
